OID_,ELEMENT,SUBELEMENT,NAME,Scientific_name,SF,NHP,DATE_PUB,CONC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC_,SEASSUM,Spawning,Eggs,Larvae,Juveniles,Adults,RARNUM,BREED
389,FISH,Freshwater Fish,Channel catfish,Ictalurus punctatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000094,5200072
390,FISH,Freshwater Fish,Common carp,Cyprinus carpio, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUL,MAY-JUL,MAY-JUL,JUN-AUG,JAN-DEC,52000094,5200057
391,FISH,Estuarine Resident,Fourspine stickleback,Apeltes quadracus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000094,5200032
392,FISH,Freshwater Fish,Golden shiner,Notemigonus crysoleucas, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000094,5200078
393,FISH,Estuarine Nursery Fish,Hogchoker,Trinectes maculatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,NOV-APR,52000094,5200083
394,FISH,Estuarine Resident,Killifish,Fundulus spp., , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000094,5200076
395,FISH,Freshwater Fish,Largemouth bass,Micropterus salmoides, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUN,MAY-JUN,MAY-JUN,-,JAN-DEC,52000094,5200062
396,FISH,Freshwater Fish,Largemouth bass,Micropterus salmoides, ,G5,200412,HIGH,X,X,X, , , , , , ,X,X,X,Oct-Mar,-,-,-,-,OCT-MAR,52000094,5200064
397,FISH,Freshwater Fish,Pumpkinseed,Lepomis gibbosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000094,5200075
398,FISH,Freshwater Fish,Rainbow smelt,Osmerus mordax, ,G5,200412,RARE,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,APR-JUN,APR-JUN,JAN-DEC,OCT-APR,52000094,5200021
399,FISH,Diadromous Fish,Shortnose sturgeon,Acipenser brevirostrum,State/Federal Endangered List,G3,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAY-AUG,MAY-AUG,JAN-DEC,52000094,5200039
400,FISH,Freshwater Fish,Smallmouth bass,Micropterus dolomieu, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUN,MAY-JUN,MAY-JUN,JAN-DEC,JAN-DEC,52000094,5200065
401,FISH,Freshwater Fish,Smallmouth bass,Micropterus dolomieu, ,G5,200412,HIGH,X,X,X, , , , , , ,X,X,X,Oct-Mar,-,-,-,-,OCT-MAR,52000094,5200067
402,FISH,Freshwater Fish,Spottail shiner,Notropis hudsonius, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000094,5200059
403,FISH,Diadromous Fish,Striped bass,Morone saxatilis, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,APR-JUN,APR-JUN,APR-JUN,JAN-DEC,MAR-NOV,52000094,5200045
404,FISH,Freshwater Fish,Tessellated darter,Etheostoma olmstedi, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000094,5200089
405,FISH,Estuarine Resident,Threespine stickleback,Gasterosteus aculeatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000094,5200031
406,FISH,Freshwater Fish,Walleye,Stizostedion vitreum vitreum, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,APR-MAY,-,-,-,JAN-DEC,52000094,5200070
407,FISH,Freshwater Fish,White catfish,Ameiurus catus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000094,5200085
408,FISH,Estuarine Nursery Fish,White perch,Morone americana, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAY-JUL,JAN-DEC,JAN-DEC,52000094,5200054
409,FISH,Freshwater Fish,Yellow perch,Perca flavescens, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000094,5200055
410,FISH,Diadromous Fish,Alewife,Alosa pseudoharengus, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,APR-JUN,APR-JUN,APR-JUN,MAY-DEC,MAR-JUL,52000095,5200024
411,FISH,Freshwater Fish,American brook lamprey,Lampetra appendix, ,G4,200507,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,JAN-DEC,-,-,52000095,5200090
412,FISH,Diadromous Fish,American eel,Anguilla rostrata, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,-,52000095,5200034
413,FISH,Diadromous Fish,American shad,Alosa sapidissima, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,APR-JUN,APR-JUN,APR-JUN,MAY-DEC,MAR-JUL,52000095,5200029
414,FISH,Diadromous Fish,Atlantic sturgeon,Acipenser oxyrinchus,Federal Species of Special Concern,G3,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUL,MAY-JUL,MAY-AUG,JAN-DEC,APR-OCT,52000095,5200042
415,FISH,Marine Benthic Fish,Atlantic tomcod,Microgadus tomcod, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAR-MAY,-,JAN-DEC,52000095,5200037
416,FISH,Diadromous Fish,Blueback herring,Alosa aestivalis, ,G5,200412,-, , ,X,X,X,X,X,X,X,X,X,X,Mar-Dec,APR-JUN,APR-JUN,APR-JUN,MAY-DEC,MAR-JUL,52000095,5200027
417,FISH,Freshwater Fish,Bluegill,Lepomis macrochirus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-JUL,JUN-JUL,JUN-JUL,JUN-JUL,JAN-DEC,52000095,5200068
418,FISH,Freshwater Fish,Bridle shiner,Notropis bifrenatus, ,G3,200705,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000095,5200091
419,FISH,Freshwater Fish,Brown bullhead,Ameiurus nebulosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000095,5200073
420,FISH,Freshwater Fish,Central mudminnow,Umbra limi, ,G5,200507,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000095,5200088
421,FISH,Freshwater Fish,Channel catfish,Ictalurus punctatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000095,5200072
422,FISH,Freshwater Fish,Common carp,Cyprinus carpio, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUL,MAY-JUL,MAY-JUL,JUN-AUG,JAN-DEC,52000095,5200057
423,FISH,Estuarine Resident,Fourspine stickleback,Apeltes quadracus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000095,5200032
424,FISH,Freshwater Fish,Golden shiner,Notemigonus crysoleucas, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000095,5200078
425,FISH,Estuarine Nursery Fish,Hogchoker,Trinectes maculatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,NOV-APR,52000095,5200083
426,FISH,Estuarine Resident,Killifish,Fundulus spp., , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000095,5200076
427,FISH,Freshwater Fish,Largemouth bass,Micropterus salmoides, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUN,MAY-JUN,MAY-JUN,-,JAN-DEC,52000095,5200062
428,FISH,Freshwater Fish,Northern hog sucker,Hypentelium nigricans, ,G5,200507,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000095,5200087
429,FISH,Freshwater Fish,Pumpkinseed,Lepomis gibbosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000095,5200075
430,FISH,Freshwater Fish,Rainbow smelt,Osmerus mordax, ,G5,200412,RARE,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,APR-JUN,APR-JUN,JAN-DEC,OCT-APR,52000095,5200021
431,FISH,Diadromous Fish,Shortnose sturgeon,Acipenser brevirostrum,State/Federal Endangered List,G3,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAY-AUG,MAY-AUG,JAN-DEC,52000095,5200039
432,FISH,Freshwater Fish,Smallmouth bass,Micropterus dolomieu, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUN,MAY-JUN,MAY-JUN,JAN-DEC,JAN-DEC,52000095,5200065
433,FISH,Freshwater Fish,Spottail shiner,Notropis hudsonius, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000095,5200059
434,FISH,Diadromous Fish,Striped bass,Morone saxatilis, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,APR-JUN,APR-JUN,APR-JUN,JAN-DEC,MAR-NOV,52000095,5200045
435,FISH,Freshwater Fish,Tessellated darter,Etheostoma olmstedi, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000095,5200089
436,FISH,Estuarine Resident,Threespine stickleback,Gasterosteus aculeatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000095,5200031
437,FISH,Freshwater Fish,Walleye,Stizostedion vitreum vitreum, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,APR-MAY,-,-,-,JAN-DEC,52000095,5200070
438,FISH,Freshwater Fish,White catfish,Ameiurus catus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000095,5200085
439,FISH,Estuarine Nursery Fish,White perch,Morone americana, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAY-JUL,JAN-DEC,JAN-DEC,52000095,5200054
440,FISH,Freshwater Fish,Yellow perch,Perca flavescens, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000095,5200055
441,FISH,Freshwater Fish,American brook lamprey,Lampetra appendix, ,G4,200507,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,JAN-DEC,-,-,52000096,5200090
442,FISH,Diadromous Fish,American eel,Anguilla rostrata, ,G5,200412,1000State,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,-,52000096,5200034
443,FISH,Marine Benthic Fish,Atlantic tomcod,Microgadus tomcod, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAR-MAY,-,JAN-DEC,52000096,5200037
444,FISH,Freshwater Fish,Bluegill,Lepomis macrochirus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-JUL,JUN-JUL,JUN-JUL,JUN-JUL,JAN-DEC,52000096,5200068
445,FISH,Freshwater Fish,Bridle shiner,Notropis bifrenatus, ,G3,200705,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000096,5200091
446,FISH,Freshwater Fish,Brown bullhead,Ameiurus nebulosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000096,5200073
447,FISH,Freshwater Fish,Central mudminnow,Umbra limi, ,G5,200507,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000096,5200088
448,FISH,Freshwater Fish,Channel catfish,Ictalurus punctatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000096,5200072
449,FISH,Freshwater Fish,Common carp,Cyprinus carpio, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUL,MAY-JUL,MAY-JUL,JUN-AUG,JAN-DEC,52000096,5200057
450,FISH,Estuarine Resident,Fourspine stickleback,Apeltes quadracus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000096,5200032
451,FISH,Freshwater Fish,Golden shiner,Notemigonus crysoleucas, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000096,5200078
452,FISH,Estuarine Nursery Fish,Hogchoker,Trinectes maculatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,NOV-APR,52000096,5200083
453,FISH,Estuarine Resident,Killifish,Fundulus spp., , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000096,5200076
454,FISH,Freshwater Fish,Largemouth bass,Micropterus salmoides, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUN,MAY-JUN,MAY-JUN,-,JAN-DEC,52000096,5200062
455,FISH,Freshwater Fish,Northern hog sucker,Hypentelium nigricans, ,G5,200507,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000096,5200087
456,FISH,Freshwater Fish,Pumpkinseed,Lepomis gibbosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000096,5200075
457,FISH,Freshwater Fish,Rainbow smelt,Osmerus mordax, ,G5,200412,RARE,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,APR-JUN,APR-JUN,JAN-DEC,OCT-APR,52000096,5200021
458,FISH,Freshwater Fish,Smallmouth bass,Micropterus dolomieu, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUN,MAY-JUN,MAY-JUN,JAN-DEC,JAN-DEC,52000096,5200065
459,FISH,Freshwater Fish,Spottail shiner,Notropis hudsonius, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000096,5200059
460,FISH,Freshwater Fish,Tessellated darter,Etheostoma olmstedi, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000096,5200089
461,FISH,Estuarine Resident,Threespine stickleback,Gasterosteus aculeatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000096,5200031
462,FISH,Freshwater Fish,Walleye,Stizostedion vitreum vitreum, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,APR-MAY,-,-,-,JAN-DEC,52000096,5200070
463,FISH,Freshwater Fish,White catfish,Ameiurus catus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000096,5200085
464,FISH,Estuarine Nursery Fish,White perch,Morone americana, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAY-JUL,JAN-DEC,JAN-DEC,52000096,5200054
465,FISH,Freshwater Fish,Yellow perch,Perca flavescens, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000096,5200055
466,FISH,Diadromous Fish,American eel,Anguilla rostrata, ,G5,200412,1000State,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,-,52000097,5200034
467,FISH,Marine Benthic Fish,Atlantic tomcod,Microgadus tomcod, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,MAR-MAY,-,JAN-DEC,52000097,5200037
468,FISH,Freshwater Fish,Bluegill,Lepomis macrochirus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-JUL,JUN-JUL,JUN-JUL,JUN-JUL,JAN-DEC,52000097,5200068
469,FISH,Freshwater Fish,Brown bullhead,Ameiurus nebulosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000097,5200073
470,FISH,Freshwater Fish,Channel catfish,Ictalurus punctatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,-,JAN-DEC,52000097,5200072
471,FISH,Freshwater Fish,Common carp,Cyprinus carpio, , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUL,MAY-JUL,MAY-JUL,JUN-AUG,JAN-DEC,52000097,5200057
472,FISH,Estuarine Resident,Fourspine stickleback,Apeltes quadracus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAR-MAY,-,-,-,JAN-DEC,52000097,5200032
473,FISH,Freshwater Fish,Golden shiner,Notemigonus crysoleucas, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000097,5200078
474,FISH,Estuarine Nursery Fish,Hogchoker,Trinectes maculatus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,-,-,JAN-DEC,NOV-APR,52000097,5200083
475,FISH,Estuarine Resident,Killifish,Fundulus spp., , ,0,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000097,5200076
476,FISH,Freshwater Fish,Largemouth bass,Micropterus salmoides, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUN,MAY-JUN,MAY-JUN,-,JAN-DEC,52000097,5200062
477,FISH,Freshwater Fish,Pumpkinseed,Lepomis gibbosus, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000097,5200075
478,FISH,Freshwater Fish,Rainbow smelt,Osmerus mordax, ,G5,200412,RARE,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,-,APR-JUN,APR-JUN,JAN-DEC,OCT-APR,52000097,5200021
479,FISH,Freshwater Fish,Smallmouth bass,Micropterus dolomieu, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,MAY-JUN,MAY-JUN,MAY-JUN,JAN-DEC,JAN-DEC,52000097,5200065
480,FISH,Freshwater Fish,Spottail shiner,Notropis hudsonius, ,G5,200412,-,X,X,X,X,X,X,X,X,X,X,X,X,Jan-Dec,JUN-AUG,-,-,-,JAN-DEC,52000097,5200059
